state_fips,place_fips,name,state,lat,lng
30,68985,Sleeping Buffalo CDP,MT,48.482181,-107.534931
30,69345,Snowslip CDP,MT,48.264789,-113.445941
30,69475,Somers CDP,MT,48.082446,-114.231948
30,69680,South Browning CDP,MT,48.545794,-113.011629
30,69713,South Glastonbury CDP,MT,45.312137,-110.808008
30,69725,South Hills CDP,MT,46.556408,-111.997543
30,69900,Spokane Creek CDP,MT,46.534304,-111.739126
30,70000,Spring Creek Colony CDP,MT,47.153964,-109.620749
30,70150,Springdale CDP,MT,45.738115,-110.223542
30,70225,Springdale Colony CDP,MT,46.46181,-111.019111
30,70375,Springhill CDP,MT,45.88418,-111.081733
30,70434,Springwater Colony CDP,MT,46.45689,-109.753238
30,70600,Square Butte CDP,MT,47.514179,-110.199081
30,70675,Stanford town,MT,47.152078,-110.219016
30,70825,Starr School CDP,MT,48.604804,-113.142221
30,71200,Stevensville town,MT,46.507087,-114.088663
30,71350,Stockett CDP,MT,47.354264,-111.169624
30,71575,Stryker CDP,MT,48.672889,-114.767801
30,71800,Sula CDP,MT,45.846186,-113.957482
30,72175,Sunburst town,MT,48.873993,-111.901248
30,72305,Sunnybrook Colony CDP,MT,48.157311,-110.727032
30,72380,Sun Prairie CDP,MT,47.534591,-111.488366
30,72475,Sun River CDP,MT,47.53054,-111.723988
30,72625,Superior town,MT,47.19512,-114.901363
30,72660,Surprise Creek Colony CDP,MT,47.170543,-110.33959
30,72850,Swan Lake CDP,MT,47.936114,-113.799697
30,73075,Sweet Grass CDP,MT,48.992761,-111.966816
30,73165,Sylvanite CDP,MT,48.706255,-115.874027
30,73675,Terry town,MT,46.792224,-105.312483
30,73760,The Silos CDP,MT,46.398457,-111.586567
30,73825,Thompson Falls city,MT,47.599362,-115.342626
30,73975,Three Forks city,MT,45.889568,-111.552748
30,74500,Toston CDP,MT,46.16078,-111.447869
30,74575,Townsend city,MT,46.319185,-111.519649
30,74650,Tracy CDP,MT,47.413227,-111.151132
30,74725,Trego CDP,MT,48.652724,-114.927968
30,74950,Trout Creek CDP,MT,47.834182,-115.583667
30,75025,Troy city,MT,48.460077,-115.890787
30,75175,Turah CDP,MT,46.83972,-113.825123
30,75250,Turner CDP,MT,48.846932,-108.400522
30,75258,Turner Colony CDP,MT,48.763091,-108.430074
30,75287,Turtle Lake CDP,MT,47.670093,-114.085697
30,75475,Twin Bridges town,MT,45.542889,-112.334091
30,75550,Twin Creeks CDP,MT,46.910597,-113.726649
30,75590,Twin Hills Colony CDP,MT,48.016847,-111.069779
30,75700,Twodot CDP,MT,46.422263,-110.072719
30,75775,Ulm CDP,MT,47.421366,-111.523324
30,75905,Unionville CDP,MT,46.546447,-112.085235
30,76075,Utica CDP,MT,46.96781,-110.093499
30,76225,Valier town,MT,48.305542,-112.252221
30,76675,Vaughn CDP,MT,47.552324,-111.560861
30,76900,Victor CDP,MT,46.416122,-114.149243
30,76975,Vida CDP,MT,47.833906,-105.492532
30,77125,Virginia City town,MT,45.296201,-111.936889
30,77650,Walkerville town,MT,46.03659,-112.539545
30,78143,Warm Spring Creek CDP,MT,47.184749,-109.282617
30,78775,Weeksville CDP,MT,47.530883,-115.008233
30,78925,Westby town,MT,48.87049,-104.057061
30,79075,West Glacier CDP,MT,48.49442,-113.991866
30,79086,West Glendive CDP,MT,47.106098,-104.753267
30,79098,West Havre CDP,MT,48.547012,-109.731014
30,79105,West Kootenai CDP,MT,48.963166,-115.219266
30,79525,West Yellowstone town,MT,44.662183,-111.107022
30,79695,Wheatland CDP,MT,45.962449,-111.576998
30,79825,Whitefish city,MT,48.437991,-114.348035
30,79900,Whitehall town,MT,45.870987,-112.097584
30,79935,White Haven CDP,MT,48.347765,-115.515999
30,80050,White Sulphur Springs city,MT,46.545302,-110.903887
30,80125,Whitetail CDP,MT,48.896517,-105.161391
30,80200,Whitewater CDP,MT,48.763471,-107.630245
30,80275,Whitlash CDP,MT,48.908931,-111.251946
30,80350,Wibaux town,MT,46.986574,-104.190043
30,80800,Willow Creek CDP,MT,45.80967,-111.648915
30,80875,Wilsall CDP,MT,45.984326,-110.660395
30,80950,Windham CDP,MT,47.078119,-110.138656
30,80975,Wineglass CDP,MT,45.628015,-110.62334
30,81025,Winifred town,MT,47.562101,-109.377281
30,81100,Winnett town,MT,47.004301,-108.346612
30,81175,Winston CDP,MT,46.468431,-111.665223
30,81250,Wisdom CDP,MT,45.609988,-113.445749
30,81325,Wise River CDP,MT,45.794399,-112.943837
30,81400,Wolf Creek CDP,MT,47.005884,-112.070061
30,81475,Wolf Point city,MT,48.0931,-105.641353
30,81700,Woods Bay CDP,MT,48.014171,-114.066875
30,81925,Worden CDP,MT,45.962302,-108.162267
30,81980,Wye CDP,MT,46.952297,-114.13309
30,82075,Wyola CDP,MT,45.115344,-107.373805
30,82130,Yaak CDP,MT,48.829879,-115.686413
30,82525,York CDP,MT,46.718035,-111.752901
30,82635,Zenith Colony CDP,MT,48.868798,-112.342327
30,82675,Zortman CDP,MT,47.916736,-108.509021
30,82750,Zurich CDP,MT,48.586011,-109.030243
31,00205,Abie village,NE,41.334104,-96.949747
31,00240,Adams village,NE,40.459011,-96.507363
31,00380,Agnew CDP,NE,41.014234,-96.81427
31,00415,Ainsworth city,NE,42.548439,-99.857522
31,00555,Albion city,NE,41.687243,-97.998744
31,00625,Alda village,NE,40.86658,-98.467939
31,00730,Alexandria village,NE,40.247547,-97.387838
31,00870,Allen village,NE,42.414434,-96.843209
31,00905,Alliance city,NE,42.102567,-102.876188
31,00975,Alma city,NE,40.103565,-99.365693
31,01150,Alvo village,NE,40.872293,-96.386599
31,01220,Ames CDP,NE,41.448501,-96.62628
31,01290,Amherst village,NE,40.838372,-99.269509
31,01465,Anoka village,NE,42.946,-98.828529
31,01500,Anselmo village,NE,41.618581,-99.864577
31,01535,Ansley village,NE,41.287315,-99.382521
31,01780,Arapahoe city,NE,40.305124,-99.897977
31,01850,Arcadia village,NE,41.424823,-99.126062
31,01920,Archer CDP,NE,41.166629,-98.138864
31,01990,Arlington village,NE,41.454855,-96.356527
31,02095,Arnold village,NE,41.423244,-100.193561
31,02200,Arthur village,NE,41.571866,-101.692263
31,02305,Ashland city,NE,41.039852,-96.37254
31,02375,Ashton village,NE,41.247748,-98.795147
31,02480,Aten CDP,NE,42.836736,-97.44081
31,02550,Atkinson city,NE,42.530868,-98.974728
31,02620,Atlanta village,NE,40.368409,-99.473223
31,02655,Auburn city,NE,40.389384,-95.8436
31,02690,Aurora city,NE,40.864656,-98.008069
31,02795,Avoca village,NE,40.79639,-96.119266
31,02830,Axtell village,NE,40.479845,-99.129248
31,02865,Ayr village,NE,40.437809,-98.440943
31,03005,Bancroft village,NE,42.010439,-96.573485
31,03040,Barada village,NE,40.21846,-95.5778
31,03075,Barneston village,NE,40.048951,-96.573597
31,03145,Bartlett village,NE,41.883933,-98.552565
31,03180,Bartley village,NE,40.251122,-100.310428
31,03215,Bassett city,NE,42.582541,-99.536625
31,03250,Battle Creek city,NE,41.998119,-97.599465
31,03285,Bayard city,NE,41.757193,-103.323015
31,03355,Bazile Mills village,NE,42.512436,-97.908329
31,03377,Beacon View CDP,NE,41.071193,-96.326474
31,03390,Beatrice city,NE,40.273281,-96.745954
31,03495,Beaver City city,NE,40.138246,-99.828444
31,03530,Beaver Crossing village,NE,40.777916,-97.282465
31,03546,Beaver Lake CDP,NE,40.921344,-95.885527
31,03600,Bee village,NE,41.00641,-97.058268
31,03635,Beemer village,NE,41.929765,-96.809123
31,03775,Belden village,NE,42.411678,-97.207406
31,03810,Belgrade village,NE,41.470955,-98.067784
31,03950,Bellevue city,NE,41.163304,-95.903265
31,04020,Bellwood village,NE,41.34191,-97.239858
31,04055,Belmar CDP,NE,41.305457,-101.934626
31,04160,Belvidere village,NE,40.254697,-97.557415
31,04195,Benedict village,NE,41.006259,-97.607136
31,04230,Benkelman city,NE,40.046826,-101.540193
31,04300,Bennet village,NE,40.681727,-96.503932
31,04405,Bennington city,NE,41.367632,-96.161684
31,04545,Berea CDP,NE,42.212279,-102.982984
31,04615,Bertrand village,NE,40.526313,-99.632362
31,04650,Berwyn village,NE,41.350852,-99.50061
31,04895,Big Springs village,NE,41.060902,-102.074466
31,05140,Bladen village,NE,40.323444,-98.59588
31,05350,Blair city,NE,41.541555,-96.135287
31,05455,Bloomfield city,NE,42.598412,-97.648138
31,05490,Bloomington village,NE,40.093791,-99.038389
31,05560,Blue Hill city,NE,40.333098,-98.448357
31,05630,Blue Springs city,NE,40.137192,-96.662835
31,05980,Bow Valley CDP,NE,42.715424,-97.252206
31,06015,Boys Town village,NE,41.255981,-96.128438
31,06050,Bradshaw village,NE,40.883465,-97.746856
31,06085,Brady village,NE,41.02229,-100.367563
31,06120,Brainard village,NE,41.181699,-97.002257
31,06260,Brewster village,NE,41.938271,-99.864985
31,06295,Bridgeport city,NE,41.664707,-103.097142
31,06400,Bristow village,NE,42.840777,-98.583307
31,06470,Broadwater village,NE,41.597982,-102.852454
31,06505,Brock village,NE,40.480475,-95.960053
31,06610,Broken Bow city,NE,41.405188,-99.640758
31,06680,Brownlee CDP,NE,42.289207,-100.624178
31,06750,Brownville village,NE,40.397617,-95.661086
31,06785,Brule village,NE,41.094699,-101.888506
31,06820,Bruning village,NE,40.335777,-97.566429
31,06855,Bruno village,NE,41.28304,-96.960927
31,06890,Brunswick village,NE,42.337705,-97.971758
31,06945,Buccaneer Bay CDP,NE,41.049238,-95.96619
31,07065,Burchard village,NE,40.149323,-96.34859
31,07205,Burr village,NE,40.535947,-96.299775
31,07310,Burton village,NE,42.911927,-99.591852
31,07345,Burwell city,NE,41.780044,-99.134214
31,07415,Bushnell village,NE,41.232729,-103.891125
31,07485,Butte village,NE,42.91298,-98.847362
31,07555,Byron village,NE,40.004717,-97.768771
31,07625,Cairo village,NE,41.004776,-98.600552
31,07660,Callaway village,NE,41.291446,-99.920312
31,07730,Cambridge city,NE,40.284302,-100.1658
31,07870,Campbell village,NE,40.296339,-98.731522
31,07975,Carleton village,NE,40.30328,-97.68364
31,08010,Carroll village,NE,42.275777,-97.190902
31,08150,Cedar Bluffs village,NE,41.397119,-96.609756
31,08185,Cedar Creek village,NE,41.044529,-96.100396
31,08220,Cedar Rapids village,NE,41.558908,-98.1493
31,08360,Center village,NE,42.608974,-97.876225
31,08535,Central City city,NE,41.113043,-98.000334
31,08570,Ceresco village,NE,41.057704,-96.645739
31,08605,Chadron city,NE,42.825975,-103.002478
31,08640,Chalco CDP,NE,41.18237,-96.135353
31,08675,Chambers village,NE,42.204733,-98.748606
31,08745,Champion CDP,NE,40.470854,-101.744895
31,08780,Chapman village,NE,41.023278,-98.159385
31,08885,Chappell city,NE,41.0913,-102.469938
31,08990,Cheney CDP,NE,40.726041,-96.593604
31,09095,Chester village,NE,40.010215,-97.618092
31,09165,Clarks village,NE,41.216269,-97.839488
31,09200,Clarkson city,NE,41.723424,-97.12152
31,09270,Clatonia village,NE,40.465342,-96.851139
31,09375,Clay Center city,NE,40.525471,-98.054996
31,09445,Clearwater village,NE,42.170819,-98.189531
31,09655,Clinton village,NE,42.75972,-102.347883
31,09760,Cody village,NE,42.937746,-101.248928
31,09865,Coleridge village,NE,42.506409,-97.203078
31,10005,Colon village,NE,41.298119,-96.607335
31,10110,Columbus city,NE,41.437066,-97.357351
31,10180,Comstock village,NE,41.557197,-99.243008
31,10250,Concord village,NE,42.384172,-96.989293
31,10390,Cook village,NE,40.510575,-96.161637
31,10495,Cordova village,NE,40.716373,-97.351602
31,10600,Cornlea village,NE,41.680049,-97.566904
31,10635,Cortland village,NE,40.505969,-96.706046
31,10740,Cotesfield village,NE,41.357571,-98.633605
31,10985,Cowles village,NE,40.1714,-98.449019
31,11020,Cozad city,NE,40.861301,-99.986366
31,11055,Crab Orchard village,NE,40.334652,-96.422437
31,11090,Craig village,NE,41.785262,-96.362433
31,11195,Crawford city,NE,42.684566,-103.415996
31,11230,Creighton city,NE,42.464857,-97.907146
31,11300,Creston village,NE,41.707979,-97.362655
31,11370,Crete city,NE,40.624769,-96.953694
31,11440,Crofton city,NE,42.731613,-97.498608
31,11475,Crookston village,NE,42.926311,-100.753435
31,11615,Culbertson village,NE,40.2242,-100.83964
31,11825,Curtis city,NE,40.633562,-100.511262
31,11860,Cushing village,NE,41.294827,-98.369257
31,12000,Dakota City city,NE,42.418115,-96.420744
31,12070,Dalton village,NE,41.408231,-102.970777
31,12105,Danbury village,NE,40.037706,-100.405108
31,12140,Dannebrog village,NE,41.118605,-98.545735
31,12245,Davenport village,NE,40.312312,-97.811514
31,12280,Davey village,NE,40.983769,-96.669157
31,12315,David City city,NE,41.253325,-97.126433
31,12420,Dawson village,NE,40.130886,-95.830079
31,12455,Daykin village,NE,40.32172,-97.298328
31,12525,Decatur village,NE,42.005886,-96.248312
31,12770,Denton village,NE,40.739248,-96.845973
31,12840,Deshler city,NE,40.139897,-97.723657
31,12945,Deweese village,NE,40.354731,-98.13916
31,13015,De Witt village,NE,40.394888,-96.921794
31,13085,Diller village,NE,40.108765,-96.93783
31,13190,Dix village,NE,41.23428,-103.486672
31,13225,Dixon village,NE,42.415408,-96.994834
31,13295,Dodge village,NE,41.721815,-96.880385
31,13365,Doniphan village,NE,40.774306,-98.371263
31,13435,Dorchester village,NE,40.648011,-97.115439
31,13505,Douglas village,NE,40.593182,-96.38823
31,13750,Du Bois village,NE,40.034838,-96.047246
31,13855,Dunbar village,NE,40.668679,-96.030868
31,13890,Duncan village,NE,41.390436,-97.492713
31,13960,Dunning village,NE,41.827078,-100.104499
31,14065,Dwight village,NE,41.082747,-97.019096
31,14100,Eagle village,NE,40.815943,-96.432585
31,14380,Eddyville village,NE,41.012213,-99.623996
31,14450,Edgar city,NE,40.368263,-97.970973
31,14520,Edison village,NE,40.279237,-99.775808
31,14555,Elba village,NE,41.285311,-98.569262
31,14730,Elgin city,NE,41.983115,-98.082773
31,14975,Elk Creek village,NE,40.288253,-96.126943
31,15360,Elm Creek village,NE,40.720084,-99.37559
31,15430,Elmwood village,NE,40.842781,-96.295224
31,15500,Elsie village,NE,40.847168,-101.389155
31,15570,Elwood village,NE,40.590133,-99.861978
31,15605,Elyria village,NE,41.680064,-99.005316
31,15675,Emerald CDP,NE,40.81313,-96.835371
31,15710,Emerson village,NE,42.278205,-96.72629
31,15815,Emmet village,NE,42.475698,-98.809302
31,15885,Enders CDP,NE,40.454919,-101.535567
31,15920,Endicott village,NE,40.082198,-97.095385
31,16025,Ericson village,NE,41.780442,-98.678576
31,16165,Eustis village,NE,40.664527,-100.029551
31,16270,Ewing village,NE,42.258888,-98.343915
31,16340,Exeter village,NE,40.64454,-97.448793
31,16410,Fairbury city,NE,40.144738,-97.176504
31,16445,Fairfield city,NE,40.432309,-98.103204
31,16550,Fairmont village,NE,40.633554,-97.584954
31,16655,Falls City city,NE,40.062208,-95.599013
31,16725,Farnam village,NE,40.706496,-100.215492
31,16760,Farwell village,NE,41.215623,-98.628055
31,16830,Filley village,NE,40.285202,-96.533935
31,16935,Firth village,NE,40.535457,-96.604168
31,17040,Fontanelle CDP,NE,41.538255,-96.427187
31,17110,Fordyce village,NE,42.698235,-97.362605
31,17145,Fort Calhoun city,NE,41.456237,-96.026273
31,17320,Foster village,NE,42.274699,-97.665093
31,17530,Franklin city,NE,40.096549,-98.951425
31,17670,Fremont city,NE,41.439842,-96.487
31,17775,Friend city,NE,40.650513,-97.283795
31,17810,Fullerton city,NE,41.364988,-97.972261
31,17880,Funk village,NE,40.463051,-99.250838
31,17950,Gandy village,NE,41.469749,-100.458337
31,18230,Garland village,NE,40.944587,-96.985292
31,18300,Garrison village,NE,41.175505,-97.163426
31,18405,Geneva city,NE,40.530692,-97.597135
31,18475,Genoa city,NE,41.445874,-97.733271
31,18580,Gering city,NE,41.826967,-103.662522
31,18615,Gibbon city,NE,40.745932,-98.845848
31,18720,Gilead village,NE,40.146093,-97.415052
31,18825,Giltner village,NE,40.775355,-98.154284
31,19070,Glenvil village,NE,40.502682,-98.254545
31,19160,Glenwood CDP,NE,40.755459,-99.081007
31,19245,Goehner village,NE,40.832732,-97.219574
31,19350,Gordon city,NE,42.806378,-102.204002
31,19385,Gothenburg city,NE,40.924676,-100.153929
31,19455,Grafton village,NE,40.629777,-97.714629
31,19595,Grand Island city,NE,40.921352,-98.358559
31,19910,Grant city,NE,40.844593,-101.725529
31,20050,Greeley Center village,NE,41.548405,-98.530511
31,20190,Greenwood village,NE,40.961687,-96.443043
31,20225,Gresham village,NE,41.02842,-97.401093
31,20260,Gretna city,NE,41.127917,-96.196863
31,20295,Gross village,NE,42.94608,-98.569735
31,20365,Guide Rock village,NE,40.073721,-98.328803
31,20435,Gurley village,NE,41.321506,-102.97383
31,20470,Hadar village,NE,42.107221,-97.450972
31,20540,Haigler village,NE,40.012142,-101.938559
31,20610,Hallam village,NE,40.5365,-96.786792
31,20680,Halsey village,NE,41.903319,-100.269793
31,20750,Hamlet village,NE,40.38445,-101.234549
31,20785,Hampton village,NE,40.881115,-97.887535
31,20960,Harbine village,NE,40.191627,-96.974149
31,20995,Hardy village,NE,40.011351,-97.923808
31,21030,Harrisburg CDP,NE,41.550529,-103.726684
31,21240,Harrison village,NE,42.688085,-103.882471
31,21275,Hartington city,NE,42.62021,-97.267129
31,21345,Harvard city,NE,40.620076,-98.096122
31,21415,Hastings city,NE,40.596264,-98.39032
31,21660,Hayes Center village,NE,40.511024,-101.020397
31,21730,Hay Springs village,NE,42.68329,-102.689593
31,21765,Hazard village,NE,41.09154,-99.077244
31,21835,Heartwell village,NE,40.569907,-98.789077
31,21905,Hebron city,NE,40.168735,-97.58635
31,22045,Hemingford village,NE,42.321255,-103.075356
31,22080,Henderson city,NE,40.78025,-97.812209
31,22115,Hendley village,NE,40.131315,-99.971192
31,22150,Henry village,NE,41.997861,-104.045702
31,22185,Herman village,NE,41.673825,-96.216718
31,22290,Hershey village,NE,41.160187,-100.998528
31,22325,Hickman city,NE,40.624991,-96.629631
31,22430,Hildreth village,NE,40.337832,-99.045751
31,22605,Holbrook village,NE,40.30474,-100.009989
31,22640,Holdrege city,NE,40.439441,-99.377037
31,22780,Holmesville CDP,NE,40.201426,-96.65885
31,22815,Holstein village,NE,40.465224,-98.651043
31,22920,Homer village,NE,42.322495,-96.49121
31,23025,Hooper city,NE,41.611435,-96.549246
31,23200,Hordville village,NE,41.079361,-97.890349
31,23235,Hoskins village,NE,42.112636,-97.304384
31,23270,Howard City (Boelus) village,NE,41.075411,-98.715322
31,23340,Howells village,NE,41.724232,-97.004645
31,23375,Hubbard village,NE,42.385904,-96.59101
31,23410,Hubbell village,NE,40.008741,-97.497006
31,23445,Humboldt city,NE,40.165819,-95.944319
31,23480,Humphrey city,NE,41.688506,-97.485148
31,23550,Huntley village,NE,40.210522,-99.290134
31,23655,Hyannis village,NE,42.000496,-101.762228
31,23690,Imperial city,NE,40.51442,-101.637245
31,23725,Inavale CDP,NE,40.092266,-98.648391
31,23830,Indianola city,NE,40.234629,-100.419843
31,23970,Inglewood village,NE,41.415958,-96.502414
31,24005,Inland CDP,NE,40.595297,-98.223076
31,24075,Inman village,NE,42.381915,-98.529814
31,24285,Ithaca village,NE,41.159339,-96.539495
31,24355,Jackson village,NE,42.448167,-96.571302
31,24530,Jansen village,NE,40.18395,-97.084783
31,24670,Johnson village,NE,40.410459,-95.999865
31,24740,Johnstown village,NE,42.572103,-100.056289
31,24915,Julian village,NE,40.519205,-95.867096
31,24950,Juniata village,NE,40.590167,-98.506963
31,25055,Kearney city,NE,40.701745,-99.082312
31,25160,Kenesaw village,NE,40.618944,-98.657585
31,25230,Kennard village,NE,41.475052,-96.203581
31,25335,Keystone CDP,NE,41.21874,-101.584122
31,25405,Kilgore village,NE,42.939097,-100.957305
31,25475,Kimball city,NE,41.232399,-103.652102
31,25510,King Lake CDP,NE,41.309669,-96.302285
31,25720,Kramer CDP,NE,40.591319,-96.873283
31,26150,Lakeview CDP,NE,41.499135,-97.373736
31,26156,Lake Waconda CDP,NE,40.840594,-95.857976
31,26175,Lamar village,NE,40.572468,-101.979284
31,26315,La Platte CDP,NE,41.072261,-95.926508
31,26350,Laurel city,NE,42.428614,-97.096363
31,26385,La Vista city,NE,41.181836,-96.068244
31,26420,Lawrence village,NE,40.290167,-98.259675
31,26455,Lebanon village,NE,40.048793,-100.275944
31,26560,Leigh village,NE,41.703261,-97.240679
31,26595,Lemoyne CDP,NE,41.276644,-101.813356
31,26630,Leshara village,NE,41.32979,-96.429203
31,26805,Lewellen village,NE,41.330531,-102.143702
31,26875,Lewiston village,NE,40.243054,-96.406555
31,26910,Lexington city,NE,40.777323,-99.746616
31,26980,Liberty village,NE,40.085507,-96.483009
31,28000,Lincoln city,NE,40.808943,-96.677895
31,28105,Lindsay village,NE,41.699278,-97.69412
31,28140,Lindy CDP,NE,42.735114,-97.749951
31,28165,Linoma Beach CDP,NE,41.057297,-96.314066
31,28245,Linwood village,NE,41.412341,-96.932347
31,28315,Lisco CDP,NE,41.498669,-102.623647
31,28350,Litchfield village,NE,41.156047,-99.153053
31,28420,Lodgepole village,NE,41.148929,-102.638635
31,29050,Long Pine city,NE,42.535252,-99.702698
31,29085,Loomis village,NE,40.478284,-99.507684
31,29120,Lorenzo CDP,NE,41.057574,-103.082098
31,29155,Loretto CDP,NE,41.763444,-98.081721
31,29175,Lorton village,NE,40.59722,-96.024177
31,29260,Louisville city,NE,40.996467,-96.161289
31,29470,Loup City city,NE,41.276683,-98.967727
31,29645,Lushton village,NE,40.72403,-97.723648
31,29715,Lyman village,NE,41.917043,-104.038058
31,29750,Lynch village,NE,42.831216,-98.466854
31,29855,Lyons city,NE,41.93588,-96.472338
31,29925,McCook city,NE,40.204545,-100.621573
31,29960,McCool Junction village,NE,40.743858,-97.600794
31,30030,McGrew village,NE,41.747668,-103.417167
31,30065,McLean village,NE,42.386341,-97.468177
31,30170,Macy CDP,NE,42.115881,-96.366599
31,30240,Madison city,NE,41.828292,-97.456719
31,30275,Madrid village,NE,40.852426,-101.527891
31,30310,Magnet village,NE,42.45612,-97.469294
31,30345,Malcolm village,NE,40.909047,-96.866058
31,30380,Malmo village,NE,41.266455,-96.720922
31,30415,Manley village,NE,40.918428,-96.165733
31,30730,Marquette village,NE,41.006335,-98.009751
31,30835,Martell CDP,NE,40.638942,-96.758794
31,30905,Martin CDP,NE,41.258135,-101.709005
31,30940,Martinsburg village,NE,42.508573,-96.832
31,31045,Maskell village,NE,42.690418,-96.9809
31,31115,Mason City village,NE,41.222172,-99.298789
31,31150,Max CDP,NE,40.11432,-101.404489
31,31220,Maxwell village,NE,41.077114,-100.526314
31,31325,Maywood village,NE,40.658698,-100.622233
31,31395,Mead village,NE,41.224402,-96.487187
31,31465,Meadow Grove village,NE,42.029007,-97.73604
31,31570,Melbeta village,NE,41.781441,-103.517635
31,31605,Melia CDP,NE,41.097166,-96.276438
31,31640,Memphis village,NE,41.094564,-96.433137
31,31780,Merna village,NE,41.485159,-99.761064
31,31815,Merriman village,NE,42.922998,-101.699732
31,32060,Milford city,NE,40.772568,-97.054119
31,32130,Miller village,NE,40.927611,-99.39012
31,32200,Milligan village,NE,40.499957,-97.388419
31,32305,Minatare city,NE,41.811557,-103.500926
31,32340,Minden city,NE,40.498186,-98.967005
31,32410,Mitchell city,NE,41.942661,-103.809845
31,32550,Monowi village,NE,42.830705,-98.32956
31,32585,Monroe village,NE,41.474054,-97.599088
31,32760,Moorefield village,NE,40.689917,-100.400327
31,32830,Morrill village,NE,41.964086,-103.924846
31,32865,Morse Bluff village,NE,41.430946,-96.766514
31,33250,Mullen village,NE,42.042962,-101.044553
31,33320,Murdock village,NE,40.926117,-96.281106
31,33425,Murray village,NE,40.916421,-95.927428
31,33530,Naper village,NE,42.964168,-99.097
31,33565,Naponee village,NE,40.074733,-99.138629
31,33705,Nebraska City city,NE,40.675907,-95.861632
31,33740,Nehawka village,NE,40.829651,-95.990822
31,33775,Neligh city,NE,42.129093,-98.029229
31,33880,Nelson city,NE,40.201167,-98.06863
31,33950,Nemaha village,NE,40.338801,-95.675965
31,33985,Nenzel village,NE,42.927354,-101.101804
31,34090,Newcastle village,NE,42.652413,-96.87403
31,34230,Newman Grove city,NE,41.746892,-97.776702
31,34265,Newport village,NE,42.600218,-99.328302
31,34300,Nickerson village,NE,41.534723,-96.47085
31,34370,Niobrara village,NE,42.74995,-98.031505
31,34545,Nora village,NE,40.164141,-97.973788
31,34615,Norfolk city,NE,42.028216,-97.427807
31,34650,Norman village,NE,40.479154,-98.792102
31,34720,North Bend city,NE,41.461968,-96.785754
31,34825,North Loup village,NE,41.495431,-98.772731
31,35000,North Platte city,NE,41.125265,-100.763397
31,35245,Oak village,NE,40.238155,-97.903649
31,35385,Oakdale village,NE,42.070084,-97.967159
31,35490,Oakland city,NE,41.835081,-96.467051
31,35560,Obert village,NE,42.689511,-97.027222
31,35665,Oconto village,NE,41.141659,-99.761938
31,35700,Octavia village,NE,41.347374,-97.058954
31,35735,Odell village,NE,40.050312,-96.801637
31,35770,Odessa CDP,NE,40.699108,-99.25441
31,35875,Offutt AFB CDP,NE,41.120993,-95.921108
31,35980,Ogallala city,NE,41.129595,-101.720677
31,36015,Ohiowa village,NE,40.413641,-97.452375
31,37000,Omaha city,NE,41.262705,-96.053475
31,37105,O'Neill city,NE,42.461533,-98.646955
31,37140,Ong village,NE,40.398332,-97.83923
31,37210,Orchard village,NE,42.336475,-98.240919
31,37280,Ord city,NE,41.602781,-98.919257
31,37420,Orleans village,NE,40.131722,-99.455099
31,37525,Osceola city,NE,41.178484,-97.550044
31,37560,Oshkosh city,NE,41.408005,-102.345209
31,37595,Osmond city,NE,42.358156,-97.599135
31,37630,Otoe village,NE,40.724075,-96.12061
31,37735,Overland CDP,NE,41.08024,-97.978905
31,37770,Overton village,NE,40.74057,-99.53741
31,37910,Oxford village,NE,40.253033,-99.63221
31,38085,Page village,NE,42.400011,-98.417668
31,38130,Palisade village,NE,40.348404,-101.107462
31,38160,Palmer village,NE,41.222489,-98.259838
31,38190,Palmyra village,NE,40.7057,-96.392119
31,38225,Panama village,NE,40.599804,-96.511169
31,38295,Papillion city,NE,41.143376,-96.07809
31,38365,Parks CDP,NE,40.04362,-101.725113
31,38575,Pawnee City city,NE,40.11063,-96.153129
31,38610,Paxton village,NE,41.123371,-101.351957
31,38750,Pender village,NE,42.110646,-96.711619
31,38960,Peru city,NE,40.478512,-95.731392
31,38995,Petersburg village,NE,41.853667,-98.081199
31,39030,Phillips village,NE,40.89767,-98.214594
31,39065,Pickrell village,NE,40.378319,-96.729117
31,39100,Pierce city,NE,42.199484,-97.529203
31,39135,Pilger village,NE,42.007495,-97.054876
31,39170,Plainview city,NE,42.353346,-97.787145
31,39310,Platte Center village,NE,41.537427,-97.488475
31,39345,Plattsmouth city,NE,41.005341,-95.892859
31,39380,Pleasant Dale village,NE,40.79121,-96.932966
31,39450,Pleasanton village,NE,40.970018,-99.087897
31,39590,Plymouth village,NE,40.302516,-96.988492
31,39660,Polk village,NE,41.075208,-97.783774
31,39695,Ponca city,NE,42.564934,-96.709154
31,39835,Poole CDP,NE,40.992269,-98.960594
31,39870,Potter village,NE,41.217308,-103.307428
31,39975,Prague village,NE,41.309512,-96.808157
31,40255,Prairie Home CDP,NE,40.862006,-96.524538
31,40325,Preston CDP,NE,40.034587,-95.518106
31,40360,Primrose village,NE,41.623798,-98.237395
31,40395,Princeton CDP,NE,40.576029,-96.70595
31,40430,Prosser village,NE,40.687385,-98.577967
31,40535,Raeville CDP,NE,41.895582,-98.053616
31,40570,Ragan village,NE,40.310771,-99.289628
31,40605,Ralston city,NE,41.20001,-96.037825
31,40675,Randolph city,NE,42.377957,-97.357725
